depmap_id	cell_line_name	stripped_cell_line_name	cell_line	aliases	cosmic_id	sex	source	RRID	WTSI_master_cell_ID	sample_collection_site	primary_or_metastasis	primary_disease	subtype_disease	age	sanger_id	additional_info	lineage	lineage_subtype	lineage_sub_subtype	lineage_molecular_subtype	default_growth_pattern	model_manipulation	model_manipulation_details	patient_id	parent_depmap_id	Cellosaurus_NCIt_disease	Cellosaurus_NCIt_id	Cellosaurus_issues
ACH-001034	CHLA-9	CHLA9	CHLA9_BONE	NA	NA	Female	Children&#39;s Oncology Group	CVCL_M150	NA	bone	NA	Bone Cancer	Ewings Sarcoma	14	NA	NA	bone	Ewing_sarcoma	NA	EWS_FLI	NA	NA	NA	PT-NX1XUV	NA	Primitive neuroectodermal tumor	C3716	NA
ACH-001035	CHLA-99	CHLA99	CHLA99_BONE	NA	NA	Male	Children&#39;s Oncology Group	CVCL_0B50	NA	bone	NA	Bone Cancer	Ewings Sarcoma	NA	NA	NA	bone	Ewing_sarcoma	NA	EWS_FLI	NA	NA	NA	PT-VYA17t	NA	Ewing sarcoma	C4817	NA
ACH-001036	CMK-11-5	CMK115	CMK115_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Male	HSRRB	CVCL_0217	NA	haematopoietic_and_lymphoid_tissue	NA	Leukemia	Acute Myelogenous Leukemia (AML)	0	SIDM01235	NA	blood	AML	NA	NA	2D: suspension	NA	NA	PT-XYdNvp	ACH-001037	Down syndrome	C2993	NA
ACH-001038	NA	COGE352	COGE352_BONE	COG-E-352	NA	Male	Children&#39;s Oncology Group	CVCL_M153	NA	haematopoietic_and_lymphoid_tissue	NA	Bone Cancer	Ewings Sarcoma	17	NA	NA	bone	Ewing_sarcoma	NA	EWS_ERG	NA	NA	NA	PT-Wd5HrW	NA	Primitive neuroectodermal tumor	C3716	NA
ACH-001039	COLO 205	COLO205	COLO205_LARGE_INTESTINE	NA	905961	Male	ATCC	CVCL_0218	1687	ascites	Metastasis	Colon/Colorectal Cancer	Adenocarcinoma	70	SIDM00826	NA	colorectal	colorectal_adenocarcinoma	NA	NA	NA	NA	NA	PT-BLAWlD	NA	Colon adenocarcinoma	C4349	NA
ACH-001041	CHL-1-DM	CHL1DM	CHL1DM_SKIN	NA	NA	Female	DSMZ	CVCL_1122	NA	pleural_effusion	Metastasis	Skin Cancer	Melanoma	36	SIDM00911	NA	skin	melanoma	NA	NA	2D: adherent	NA	NA	PT-rXLMnY	ACH-001024	Melanoma	C3224	NA
ACH-001044	NA	COLO818	COLO818_SKIN	NA	NA	Male	DSMZ	CVCL_1998	NA	skin	Metastasis	Skin Cancer	Melanoma	14	SIDM01153	SNP fingerprinting confirms that this line is a COLO-800 derivative. DepMap metadata has been updated (as of 22Q2) to reflect this.	skin	melanoma	NA	NA	NA	NA	NA	PT-hf4hbl	ACH-000401	Cutaneous melanoma	C3510	Contaminated. Shown to be a COLO 800 derivative (PubMed=10508494; PubMed=20143388).
ACH-001048	COV504	COV504	COV504_OVARY	NA	NA	Female	ECACC	CVCL_2424	NA	pleural_effusion	Metastasis	Ovarian Cancer	Adenocarcinoma, high grade serous	NA	NA	NA	ovary	ovary_adenocarcinoma	high_grade_serous	NA	2D: adherent	NA	NA	PT-gZt1Og	NA	Ovarian carcinoma	C4908	NA
ACH-001049	NA	CPCN	CPCN_LUNG	CPC-N	753547	Male	ATCC	CVCL_1146	292	pleural_effusion	Metastasis	Lung Cancer	Small Cell Lung Cancer (SCLC)	NA	SIDM00953	NA	lung	SCLC	NA	NA	2D: suspension	NA	NA	PT-Vc9FSH	NA	Lung small cell carcinoma	C4917	NA
ACH-001050	CW9019	CW9019	CW9019_SOFT_TISSUE	NA	NA	Male	Academic lab	CVCL_N820	NA	soft_tissue	NA	Sarcoma	Rhabdomyosarcoma, alveolar	NA	NA	NA	soft_tissue	rhabdomyosarcoma	alveolar	NA	2D: adherent	NA	NA	PT-30CR5P	NA	Alveolar rhabdomyosarcoma	C3749	NA
ACH-001053	D425	D425	D425_CENTRAL_NERVOUS_SYSTEM	NA	NA	Male	Academic lab	CVCL_1275	NA	central_nervous_system	NA	Brain Cancer	Medulloblastoma	6	NA	NA	central_nervous_system	medulloblastoma	med_group_3	MYC_amp	NA	NA	NA	PT-HMzBz8	NA	Medulloblastoma	C3222	NA
ACH-001054	D458	D458	D458_CENTRAL_NERVOUS_SYSTEM	NA	NA	Male	Academic lab	CVCL_1161	NA	central_nervous_system	NA	Brain Cancer	Medulloblastoma	6	NA	NA	central_nervous_system	medulloblastoma	med_group_3	MYC_amp	NA	NA	NA	PT-HMzBz8	NA	Medulloblastoma	C3222	NA
ACH-001057	NA	DERL2	DERL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Male	Academic lab	CVCL_2016	NA	haematopoietic_and_lymphoid_tissue	NA	Lymphoma	T-cell	30	NA	NA	lymphocyte	lymphoma_unspecified	t_cell	NA	NA	NA	NA	PT-AyniWJ	NA	Hepatosplenic T-cell lymphoma	C8459	NA
ACH-001059	NA	DL	DL_SOFT_TISSUE	NA	NA	Male	Academic lab	CVCL_U760	NA	soft_tissue	NA	Rhabdoid	Malignant Rhabdoid Tumor	1	NA	NA	soft_tissue	malignant_rhabdoid_tumor	NA	NA	NA	NA	NA	PT-uwRFH0	NA	Extrarenal rhabdoid tumor	C6586	NA
ACH-001060	NA	DL40	DL40_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	DL-40	NA	Female	Academic lab	CVCL_2889	NA	haematopoietic_and_lymphoid_tissue	NA	Lymphoma	T-cell	64	NA	NA	lymphocyte	lymphoma_unspecified	t_cell	NA	NA	NA	NA	PT-T0uF5o	NA	Anaplastic large cell lymphoma, ALK-negative	C37194	NA
ACH-001061	DLD-1	DLD1	DLD1_LARGE_INTESTINE	NA	NA	Male	ATCC	CVCL_0248	NA	large_intestine	Primary	Colon/Colorectal Cancer	Adenocarcinoma	67	SIDM00787	NA	colorectal	colorectal_adenocarcinoma	NA	NA	NA	NA	NA	PT-i0VYNQ	NA	Colon adenocarcinoma	C4349	NA
ACH-001063	DOV13	DOV13	DOV13_OVARY	NA	1479987	Female	Academic lab	CVCL_6774	1897	ovary	Primary	Ovarian Cancer	Adenocarcinoma	NA	SIDM00969	NA	ovary	ovary_adenocarcinoma	NA	NA	2D: suspension	NA	NA	PT-zAzHh6	NA	Ovarian adenocarcinoma	C7700	NA
ACH-001064	EB-2	EB2	EB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	906846	Female	ATCC	CVCL_1186	873	ovary	NA	Lymphoma	B-cell, Non-Hodgkins, Burkitts	7	SIDM00863	NA	lymphocyte	non_hodgkin_lymphoma	b_cell_burkitt	NA	2D: suspension	NA	NA	PT-Lz3i3Q	NA	EBV-related Burkitt lymphoma	C27694	NA
ACH-001065	NA	EVSAT	EVSAT_BREAST	NA	906862	Female	NA	CVCL_1207	1863	ascites	Metastasis	Breast Cancer	Carcinoma	58	SIDM01042	NA	breast	breast_carcinoma	NA	NA	NA	NA	NA	PT-gYTQ41	NA	Breast carcinoma	C4872	NA
ACH-001067	F5	F5	F5_CENTRAL_NERVOUS_SYSTEM	NA	NA	Male	Academic lab	CVCL_V616	NA	central_nervous_system	NA	Brain Cancer	Meningioma	NA	NA	NA	central_nervous_system	meningioma	NA	NA	NA	NA	NA	PT-0woxaX	NA	Meningioma	C3230	NA
ACH-001068	NA	FEPD	FEPD_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Female	Academic lab	CVCL_H614	NA	haematopoietic_and_lymphoid_tissue	NA	Lymphoma	T-cell	46	NA	NA	lymphocyte	lymphoma_unspecified	t_cell	NA	NA	NA	NA	PT-QyZnxn	NA	Anaplastic large cell lymphoma, ALK-negative	C37194	NA
ACH-001072	GR-M	GRM	GRM_SKIN	PSN1	NA	Male	NA	CVCL_2451	NA	pancreas	Primary	Pancreatic Cancer	Ductal Adenocarcinoma, exocrine	36	SIDM00468	SNP fingerprinting confirms that this line is a PSN1 derivative. DepMap metadata has been updated (as of 22Q2) to reflect this.	pancreas	exocrine	exocrine_adenocarcinoma	NA	NA	NA	NA	PT-tXqEg0	ACH-000320	Pancreatic adenocarcinoma	C8294	Contaminated. Shown to be a PSN1 derivative (PubMed=25877200). Originally thought to originate from the chest of a 36 year old male melanoma patient with skin metastases.
ACH-001075	NCI-H292	NCIH292	NCIH292_LUNG	H292	753604	Female	ATCC	CVCL_0455	935	lymph_node	Metastasis	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC), Mucoepidermoid Carcinoma	32	SIDM00493	NA	lung	NSCLC	NSCLC_mucoepidermoid	NA	2D: adherent	NA	NA	PT-nKyqod	NA	Lung mucoepidermoid carcinoma	C45544	Removed from DepMap;
ACH-001081	NA	HCC2998	HCC2998_LARGE_INTESTINE	NA	905971	NA	NA	CVCL_1266	43	large_intestine	NA	Colon/Colorectal Cancer	NA	NA	SIDM00118	NA	colorectal	colorectal_adenocarcinoma	NA	NA	NA	NA	NA	PT-JITDXL	NA	Colon adenocarcinoma	C4349	NA
ACH-001084	HCT8	HCT8	HCT8_LARGE_INTESTINE	NA	NA	Male	NA	CVCL_2478	NA	large_intestine	NA	Colon/Colorectal Cancer	Adenocarcinoma	67	SIDM00786	NA	colorectal	colorectal_adenocarcinoma	NA	NA	NA	NA	NA	PT-i0VYNQ	NA	Colon adenocarcinoma	C4349	NA
ACH-001086	NA	HELA	HELA_CERVIX	HeLa	1298134	Female	ATCC	CVCL_0030	1799	cervix	NA	Cervical Cancer	Carcinoma	30	SIDM00846	NA	cervix	cervical_carcinoma	NA	NA	NA	NA	NA	PT-c34xau	NA	Human papillomavirus-related endocervical adenocarcinoma	C27677	NA
ACH-001089	NA	HLE	HLE_LIVER	NA	907057	Male	HSRRB	CVCL_1281	311	liver	NA	Liver Cancer	Hepatocellular Carcinoma	68	SIDM00064	NA	liver	hepatocellular_carcinoma	NA	NA	NA	NA	NA	PT-saZI6H	NA	Adult hepatocellular carcinoma	C7956	TP53 mutation indicated incorrectly as being at c.747G>T in PubMed=8389256
ACH-001090	NA	HN	HN_UPPER_AERODIGESTIVE_TRACT	NA	907059	Male	DSMZ	CVCL_1283	1060	lymph_node	Metastasis	Head and Neck Cancer	Squamous Cell Carcinoma, oral	60	SIDM01061	NA	upper_aerodigestive	upper_aerodigestive_squamous	oral	NA	NA	NA	NA	PT-yu1MA4	NA	Oral cavity squamous cell carcinoma	C4833	NA
ACH-001091	HRT18	HRT18	HRT18_LARGE_INTESTINE	NA	NA	Male	NA	CVCL_2514	NA	large_intestine	NA	Colon/Colorectal Cancer	Adenocarcinoma	67	SIDM00788	NA	colorectal	colorectal_adenocarcinoma	NA	MSI	NA	NA	NA	PT-i0VYNQ	NA	Colon adenocarcinoma	C4349	NA
ACH-001094	NA	HTK	HTK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Female	ECACC	CVCL_2522	NA	haematopoietic_and_lymphoid_tissue	NA	Myeloma	Multiple Myeloma	13	SIDM00805	NA	plasma_cell	multiple_myeloma	NA	NA	NA	NA	NA	PT-epgMPc	ACH-000613	Osteosarcoma	C9145	Could be identical to 143B (CVCL_2270)
ACH-001096	JR	JR	JR_SOFT_TISSUE	JR-1	NA	NA	Academic lab	CVCL_RT33	NA	soft_tissue	NA	Sarcoma	Rhabdomyosarcoma	NA	NA	NA	soft_tissue	rhabdomyosarcoma	NA	NA	2D: adherent	NA	NA	PT-BarDvA	NA	Alveolar rhabdomyosarcoma	C3749	NA
ACH-001101	NA	KLM1	KLM1_PANCREAS	NA	NA	Male	RIKEN	CVCL_5146	NA	liver	Metastasis	Pancreatic Cancer	Ductal Adenocarcinoma, exocrine	NA	NA	NA	pancreas	exocrine	exocrine_adenocarcinoma	NA	NA	NA	NA	PT-rg0sYD	ACH-000307	Pancreatic ductal adenocarcinoma	C9120	NA
ACH-001106	KOPN-8	KOPN8	KOPN8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	1330933	Female	DSMZ	CVCL_1866	1206	haematopoietic_and_lymphoid_tissue	Primary	Leukemia	Acute Lymphoblastic Leukemia (ALL), B-cell	0	SIDM01034	NA	blood	ALL	b_cell	NA	NA	NA	NA	PT-6djQUQ	NA	Childhood B acute lymphoblastic leukemia	C9140	NA
ACH-001107	NA	KP1N	KP1N_PANCREAS	NA	1298216	Male	NA	CVCL_3002	228	pancreas	Primary	Pancreatic Cancer	Ductal Adenocarcinoma, exocrine	56	SIDM00583	SNP fingerprinting confirms that this line is a PANC-1 derivative. DepMap metadata has been updated (as of 22Q2) to reflect this.	pancreas	exocrine	exocrine_adenocarcinoma	NA	NA	NA	NA	PT-cHU83i	ACH-000164	Pancreatic ductal adenocarcinoma	C9120	Contaminated. Shown to be a PANC-1 derivative.
ACH-001111	L82	L82	L82_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Female	Academic lab	CVCL_2098	NA	pleural_effusion	NA	Lymphoma	T-cell	24	NA	NA	lymphocyte	lymphoma_unspecified	t_cell	NA	NA	NA	NA	PT-glFbpW	NA	Anaplastic large cell lymphoma, ALK-positive	C37193	NA
ACH-001113	LC-1/sq-SF	LC1SQSF	LC1SQSF_LUNG	LC-1F	NA	Male	RIKEN	CVCL_5480	NA	lung	Primary	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma	69	SIDM01226	NA	lung	NSCLC	NSCLC_squamous	NA	2D: adherent	NA	NA	PT-ZglKg6	ACH-001112	Lung squamous cell carcinoma	C3493	NA
ACH-001118	NA	M059J	M059J_CENTRAL_NERVOUS_SYSTEM	NA	949094	Male	NA	CVCL_0400	2225	central_nervous_system	NA	Brain Cancer	Glioma	33	SIDM00659	NA	central_nervous_system	glioma	NA	NA	NA	NA	NA	PT-DK2CQc	NA	Glioblastoma	C3058	Was incorrectly stated to have deleterious mutations in ATM in PubMed=12105990
ACH-001119	Mac-2A	MAC2A	MAC2A_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Male	Academic lab	CVCL_H637	NA	skin	NA	Lymphoma	T-cell	47	NA	NA	lymphocyte	lymphoma_unspecified	t_cell	NA	NA	NA	NA	PT-eHvuQ3	NA	Anaplastic large cell lymphoma, ALK-negative	C37194	NA
ACH-001121	NA	MEC2	MEC2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Male	DSMZ	CVCL_1871	NA	haematopoietic_and_lymphoid_tissue	NA	Lymphoma	B-cell	61	SIDM00827	NA	lymphocyte	lymphoma_unspecified	b_cell	NA	NA	NA	NA	PT-2VMIkL	NA	Chronic lymphocytic leukemia	C3163	NA
ACH-001125	NA	MOGGCCM	MOGGCCM_CENTRAL_NERVOUS_SYSTEM	NA	908144	NA	NA	CVCL_2613	1383	central_nervous_system	NA	Brain Cancer	Glioma	NA	SIDM00532	NA	central_nervous_system	glioma	NA	NA	NA	NA	NA	PT-wrjyKM	NA	Anaplastic astrocytoma	C9477	NA
ACH-001126	NA	MOGGUVW	MOGGUVW_CENTRAL_NERVOUS_SYSTEM	NA	908145	Male	NA	CVCL_2614	1543	central_nervous_system	NA	Brain Cancer	Glioma	NA	SIDM00504	NA	central_nervous_system	glioma	NA	NA	NA	NA	NA	PT-zDLyUv	NA	Anaplastic astrocytoma	C9477	NA
ACH-001127	NA	MOLT4	MOLT4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MOLT-4	905958	Male	ATCC	CVCL_0013	2227	haematopoietic_and_lymphoid_tissue	NA	Leukemia	Acute Lymphoblastic Leukemia (ALL), T-cell	19	SIDM00145	NA	blood	ALL	t_cell	NA	NA	NA	NA	PT-1559gB	NA	Adult T acute lymphoblastic leukemia	C9142	NA
ACH-001128	MON	MON	MON_SOFT_TISSUE	NA	NA	Male	Academic lab	CVCL_M846	NA	soft_tissue	NA	Rhabdoid	Malignant Rhabdoid Tumor	0	NA	NA	soft_tissue	malignant_rhabdoid_tumor	NA	NA	NA	NA	NA	PT-u43maP	NA	Extrarenal rhabdoid tumor	C6586	NA
ACH-001129	MONO-MAC-1	MONOMAC1	MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Male	DSMZ	CVCL_1425	NA	haematopoietic_and_lymphoid_tissue	Primary	Leukemia	Acute Myelogenous Leukemia (AML)	64	SIDM01022	NA	blood	AML	NA	NA	NA	NA	NA	PT-ej13Dz	NA	Adult acute monocytic leukemia	C8263	NA
ACH-001131	MS-1	MSDASH1	MS1_SKIN	MS-1	753594	Female	Academic lab	CVCL_E995	674	autonomic_ganglia	Metastasis	Skin Cancer	Merkel Cell Carcinoma	59	SIDM00408	NA	skin	merkel_cell_carcinoma	NA	NA	2D: suspension	NA	NA	PT-RgVcvG	NA	Merkel cell carcinoma	C9231	NA
ACH-001136	NCI-H187	NCIH187	NCIH187_LUNG	H187	688007	Male	ATCC	CVCL_1501	1323	pleural_effusion	Metastasis	Lung Cancer	Small Cell Lung Cancer (SCLC)	47	SIDM00767	NA	lung	SCLC	NA	NA	2D: suspension	NA	NA	PT-H7E2LW	NA	Lung small cell carcinoma	C4917	NA
ACH-001137	NCI-H1993	NCIH1993	NCIH1993_LUNG	H1933	908476	Female	Academic lab	CVCL_1512	78	lymph_node	Metastasis	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	47	SIDM00758	NA	lung	NSCLC	NSCLC_adenocarcinoma	NA	NA	NA	NA	PT-v8h3uk	NA	Lung adenocarcinoma	C3512	NA
ACH-001138	NCI-H2141	NCIH2141	NCIH2141_LUNG	H2141	688014	Male	ATCC	CVCL_1534	1537	lymph_node	Metastasis	Lung Cancer	Small Cell Lung Cancer (SCLC)	58	SIDM00699	NA	lung	SCLC	NA	NA	2D: suspension	NA	NA	PT-XCPxrP	NA	Lung small cell carcinoma	C4917	NA
ACH-001145	OC 316	OC316	OC316_OVARY	NA	NA	Female	ICLC	CVCL_1618	NA	ascites	Metastasis	Ovarian Cancer	Adenocarcinoma, serous	60	SIDM00219	NA	ovary	ovary_adenocarcinoma	serous	NA	2D: adherent	NA	NA	PT-3doOpy	NA	Ovarian serous adenocarcinoma	C7550	Possibly contaminated. May be identical to OC 314 (CVCL_1616) according to STR profiling done at ICLC and to MSI data (PubMed=15677628).
ACH-001151	OVCAR-5	OVCAR5	OVCAR5_OVARY	NA	905969	Female	Academic lab	CVCL_1628	1858	ascites	Metastasis	Ovarian Cancer	Adenocarcinoma, high grade serous	67	SIDM00091	NA	ovary	ovary_adenocarcinoma	high_grade_serous	NA	2D: adherent	NA	NA	PT-u4FBpq	NA	High grade ovarian serous adenocarcinoma	C105555	Possibly misclassified. Originally thought to be a high grade ovarian serous adenocarcinoma but suspected to have a upper gastrointestinal origin (PubMed=27353327).
ACH-001171	NA	PL45	PL45_PANCREAS	NA	NA	Male	ATCC	CVCL_3567	NA	pancreas	NA	Pancreatic Cancer	Ductal Adenocarcinoma, exocrine	81	SIDM01115	NA	pancreas	exocrine	exocrine_adenocarcinoma	NA	NA	NA	NA	PT-9JMXWA	NA	Pancreatic ductal adenocarcinoma	C9120	NA
ACH-001182	RPMI 6666	RPMI6666	RPMI6666_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	909701	Male	ATCC	CVCL_1665	961	haematopoietic_and_lymphoid_tissue	NA	Unknown	NA	29	SIDM00813	NA	unknown	NA	NA	NA	NA	NA	NA	PT-sJzdOB	NA	NA	NA	Misclassified. Originally thought to be a Hodgkin lymphoma cell line but is a B-lymphoblastoid cell line (PubMed=12592342; PubMed=20143388; PubMed=29533902).
ACH-001183	NA	RT11284	RT11284_URINARY_TRACT	NA	NA	Female	ECACC	CVCL_2714	NA	urinary_tract	NA	Bladder Cancer	Carcinoma	NA	SIDM01202	NA	urinary_tract	bladder_carcinoma	NA	NA	NA	NA	NA	PT-ESM25t	ACH-000473	Bladder carcinoma	C4912	NA
ACH-001184	SCMC-RM2	SCMCRM2	SCMCRM2_SOFT_TISSUE	NA	NA	Female	Academic lab	CVCL_A667	NA	bone_marrow	Metastasis	Sarcoma	Rhabdomyosarcoma	11	NA	NA	soft_tissue	rhabdomyosarcoma	NA	PAX3_FKHR	2D: adherent	NA	NA	PT-4E3Ck9	NA	Embryonal rhabdomyosarcoma	C8971	NA
ACH-001188	SH-SY5Y	SHSY5Y	SHSY5Y_AUTONOMIC_GANGLIA	NA	NA	Female	ATCC	CVCL_0019	NA	bone_marrow	Metastasis	Neuroblastoma	NA	4	SIDM01236	NA	peripheral_nervous_system	neuroblastoma	NA	MYCN_amp	2D: mixed adherent and suspension	NA	NA	PT-ombRgU	ACH-000149	Neuroblastoma	C3270	Partially contaminated. Some laboratories that are redistributing this cell line are in fact redistributing a contaminated cell line of mouse origin (PubMed=25182563).
ACH-001189	NA	SJRH30	SJRH30_SOFT_TISSUE	NA	909716	Male	ATCC	CVCL_0041	2260	bone_marrow	Metastasis	Sarcoma	Rhabdomyosarcoma	17	SIDM01095	NA	soft_tissue	rhabdomyosarcoma	NA	NA	NA	NA	NA	PT-lbYOig	NA	Alveolar rhabdomyosarcoma	C3749	Removed from DepMap; Removed from DepMap;
ACH-001190	SK-MEL-2	SKMEL2	SKMEL2_SKIN	NA	905955	Male	ATCC	CVCL_0069	1191	skin	Metastasis	Skin Cancer	Melanoma	60	SIDM00082	NA	skin	melanoma	NA	NA	2D: adherent	NA	NA	PT-IHNbDy	NA	Melanoma	C3224	NA
ACH-001192	SK-NEP-1	SKNEP1	SKNEP1_BONE	HTB-48	NA	Female	Academic lab	CVCL_0631	NA	pleural_effusion	Metastasis	Bone Cancer	Ewings Sarcoma	25	SIDM00027	NA	bone	Ewing_sarcoma	NA	EWS_FLI	NA	NA	NA	PT-MPUfgI	NA	Ewing sarcoma	C4817	Misclassified. Originally thought to be a Wilm's tumor cell line but shown to be from an Ewing sarcoma (PubMed=17154184).
ACH-001193	SK-PN-DW	SKPNDW	SKPNDW_BONE	NA	909731	Male	Academic lab	CVCL_1703	946	Embryonal	NA	Bone Cancer	Ewings Sarcoma	17	SIDM01097	NA	bone	Ewing_sarcoma	NA	EWS_FLI	NA	NA	NA	PT-zjZ0Ko	NA	Primitive neuroectodermal tumor	C3716	NA
ACH-001196	SMS-CTR	SMSCTR	SMSCTR_SOFT_TISSUE	NA	NA	Male	Academic lab	CVCL_A770	NA	soft_tissue	NA	Sarcoma	Rhabdomyosarcoma, embryonal	1	NA	NA	soft_tissue	rhabdomyosarcoma	embryonal	NA	2D: adherent	NA	NA	PT-9a1vbV	NA	Embryonal rhabdomyosarcoma	C8971	NA
ACH-001198	NA	SNB19	SNB19_CENTRAL_NERVOUS_SYSTEM	SNB-19	NA	Male	DSMZ	CVCL_0535	NA	central_nervous_system	Primary	Brain Cancer	Glioblastoma	47	SIDM00109	NA	central_nervous_system	glioma	glioblastoma	NA	NA	NA	NA	PT-88IC1n	ACH-000232	Astrocytoma	C60781	Contaminated. Shown to be a U-251MG derivative (PubMed=18304946; PubMed=20143388; PubMed=22570425). Originally thought to originate from a 47 year old patient with a left parieto-occipital glioblastoma.
ACH-001199	SNUC2B	SNUC2B	SNUC2B_LARGE_INTESTINE	NA	909740	Female	Asterand	CVCL_1710	37	large_intestine	NA	Colon/Colorectal Cancer	Adenocarcinoma	43	SIDM00781	NA	colorectal	colorectal_adenocarcinoma	NA	NA	NA	NA	NA	PT-GfrL06	NA	Cecum adenocarcinoma	C5543	NA
ACH-001203	SUP-HD1	SUPHD1	SUPHD1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	1331039	Male	DSMZ	CVCL_2208	1451	pleural_effusion	NA	Lymphoma	B-cell, Hodgkins	37	SIDM00422	NA	lymphocyte	hodgkin_lymphoma	NA	NA	NA	NA	NA	PT-rxxQHV	NA	Hodgkin lymphoma	C9357	NA
ACH-001205	TC-32	TC32	TC32_BONE	NA	NA	Female	Academic lab	CVCL_7151	NA	bone	NA	Bone Cancer	Ewings Sarcoma	17	NA	NA	bone	Ewing_sarcoma	NA	EWS_FLI	NA	NA	NA	PT-eQaQl0	NA	Primitive neuroectodermal tumor	C3716	NA
ACH-001208	NA	TK10	TK10_KIDNEY	NA	905980	Male	NA	CVCL_1773	1401	kidney	NA	Kidney Cancer	NA	43	SIDM00113	NA	kidney	NA	NA	NA	2D: adherent	NA	NA	PT-KoSg1m	NA	Clear cell renal cell carcinoma	C4033	NA
ACH-001210	TTC-1240	TTC1240	TTC1240_SOFT_TISSUE	NA	NA	Female	Academic lab	CVCL_8002	NA	central_nervous_system	Metastasis	Rhabdoid	Malignant Rhabdoid Tumor	0	NA	NA	soft_tissue	malignant_rhabdoid_tumor	NA	NA	NA	NA	NA	PT-zlBs5P	NA	Rhabdoid tumor of the kidney	C8715	NA
ACH-001211	TTC-549	TTC549	TTC549_SOFT_TISSUE	NA	NA	Female	Academic lab	CVCL_8005	NA	soft_tissue	NA	Rhabdoid	Malignant Rhabdoid Tumor	6	NA	NA	soft_tissue	malignant_rhabdoid_tumor	NA	NA	NA	NA	NA	PT-ZmNOms	NA	Extrarenal rhabdoid tumor	C6586	NA
ACH-001212	TTC-642	TTC642	TTC642_SOFT_TISSUE	NA	NA	Female	Academic lab	CVCL_8006	NA	soft_tissue	NA	Rhabdoid	Malignant Rhabdoid Tumor	1	NA	NA	soft_tissue	malignant_rhabdoid_tumor	NA	NA	NA	NA	NA	PT-EY60tR	NA	Extrarenal rhabdoid tumor	C6586	NA
ACH-001214	NA	U138MG	U138MG_CENTRAL_NERVOUS_SYSTEM	NA	NA	Male	ATCC	CVCL_0020	NA	central_nervous_system	NA	Brain Cancer	Glioma	47	SIDM01192	NA	central_nervous_system	glioma	NA	NA	NA	NA	NA	PT-5XnRfQ	NA	Astrocytoma	C60781	NA
ACH-001227	UPCI-SCC-090	UPCISCC090	UPCISCC090_UPPER_AERODIGESTIVE_TRACT	UPCISCC090, UPCI:SCC090,  UPCI-SCC-090	1299052	Male	DSMZ	CVCL_1899	864	upper_aerodigestive_tract	Primary	Head and Neck Cancer	Squamous Cell Carcinoma, oral	46	SIDM00399	NA	upper_aerodigestive	upper_aerodigestive_squamous	oral	NA	2D: adherent	NA	NA	PT-k3C7C0	NA	Tongue squamous cell carcinoma	C4648	NA
ACH-001228	NA	UPCISCC152	UPCISCC152_UPPER_AERODIGESTIVE_TRACT	UPCISCC152, UPCI:SCC152	NA	Male	Academic lab	CVCL_C058	NA	upper_aerodigestive_tract	NA	Head and Neck Cancer	Squamous Cell Carcinoma, oral	47	SIDM00398	NA	upper_aerodigestive	upper_aerodigestive_squamous	oral	NA	NA	NA	NA	PT-k3C7C0	NA	Tongue squamous cell carcinoma	C4648	NA
ACH-001232	NA	UW228	UW228_CENTRAL_NERVOUS_SYSTEM	NA	NA	Male	Academic lab	CVCL_8585	NA	central_nervous_system	NA	Brain Cancer	Medulloblastoma	9	NA	Cell line thought to be female but has Y chromosome expression.	central_nervous_system	medulloblastoma	NA	non_MYC	NA	NA	NA	PT-Qe9Gjx	NA	Medulloblastoma	C3222	NA
ACH-001233	VMRC-LCD	VMRCLCD	VMRCLCD_LUNG	NA	713869	Male	HSRRB	CVCL_1787	277	lung	Primary	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NA	SIDM00320	NA	lung	NSCLC	NSCLC_adenocarcinoma	NA	2D: mixed adherent and suspension	NA	NA	PT-whmZjB	NA	Lung adenocarcinoma	C3512	NA
ACH-001239	WM-266-4	WM2664	WM2664_SKIN	NA	NA	Female	ATCC	CVCL_2765	NA	skin	Metastasis	Skin Cancer	Melanoma	55	SIDM00979	NA	skin	melanoma	NA	NA	2D: adherent	NA	NA	PT-JAyPtz	NA	Melanoma	C3224	NA
